"SWSN_ID","SWSN_Site","Macro","Micro","GKPM","GKPMPZ","Periods","EASTING","NORTHING","P1room","P2room","P3room","P4room","P5room","P6room","N0S1","P2CT","P2P1200","P2P1250","P2P1300","P2P1350","P2P1400","P7CT","P7P1200","P7P1250","P7P1300","P7P1350","P7P1400","P18CT","P18P1200","P18P1250","P18P1300","P18P1350","P18P1400"
1345.00,"Pueblo La Plata","Verde/New River","Perry Mesa",0.00,1.00,3.00,404998,3790382,0.00,0.00,41.12,59.69,57.30,0.00,0,1.00,0.00,0.00,90.00,128.00,90.00,6.00,48.00,0.00,445.00,635.00,109.00,37.00,183.00,228.00,2281.00,2866.00,933.00
1348.00,"Squaw Creek Ruin","Verde/New River","Perry Mesa",0.00,0.00,2.00,407514,3777176,0.00,0.00,96.31,122.02,0.00,0.00,0,1.00,0.00,0.00,186.00,266.00,0.00,12.00,0.00,118.00,1175.00,1401.00,613.00,45.00,280.00,274.00,2547.00,3247.00,933.00
1349.00,"Baby Canyon Site","Verde/New River","Perry Mesa",0.00,1.00,2.00,402979,3788215,0.00,0.00,42.59,53.96,0.00,0.00,0,3.00,48.00,0.00,99.00,142.00,19.00,12.00,125.00,110.00,698.00,881.00,167.00,36.00,239.00,228.00,2153.00,2682.00,933.00
1352.00,"Badger Springs Site","Verde/New River","Perry Mesa",0.00,0.00,2.00,399066,3787005,0.00,0.00,29.75,37.70,0.00,0.00,0,2.00,29.00,0.00,53.00,75.00,0.00,14.00,125.00,110.00,780.00,998.00,167.00,36.00,239.00,228.00,2153.00,2682.00,933.00
1364.00,"Citadel/Nalakihu","Flagstaff","Wupatki",0.00,0.00,1.00,457396,3935631,40.36,0.00,0.00,0.00,0.00,0.00,0,3.00,80.00,0.00,0.00,0.00,0.00,4.00,98.00,0.00,0.00,0.00,0.00,12.00,370.00,107.00,0.00,0.00,0.00
1365.00,"Wupatki","Flagstaff","Wupatki",0.00,1.00,2.00,466177,3930623,74.93,32.14,0.00,0.00,0.00,0.00,0,1.00,71.00,50.00,0.00,0.00,0.00,1.00,71.00,50.00,0.00,0.00,0.00,12.00,370.00,107.00,0.00,0.00,0.00
1366.00,"Crack-in-Rock","Flagstaff","Wupatki",0.00,1.00,1.00,468906,3942674,24.37,0.00,0.00,0.00,0.00,0.00,0,1.00,22.00,0.00,0.00,0.00,0.00,2.00,42.00,0.00,0.00,0.00,0.00,7.00,211.00,50.00,0.00,0.00,0.00
1367.00,"Many Farms","Kayenta/Tusayan","Chinle",0.00,1.00,3.00,624962,4018225,57.55,56.44,24.74,0.00,0.00,0.00,0,1.00,42.00,60.00,42.00,0.00,0.00,1.00,42.00,60.00,42.00,0.00,0.00,2.00,80.00,60.00,42.00,0.00,0.00
1368.00,"Lukachukai GH","Kayenta/Tusayan","Chinle",0.00,1.00,1.00,652910,4034426,25.50,0.00,0.00,0.00,0.00,0.00,0,1.00,24.00,0.00,0.00,0.00,0.00,3.00,61.00,0.00,0.00,0.00,0.00,3.00,61.00,0.00,0.00,0.00,0.00
1373.00,"Antelope House","Kayenta/Tusayan","Canyon de Chelly",0.00,0.00,2.00,639926,4002422,66.95,29.37,0.00,0.00,0.00,0.00,0,1.00,72.00,50.00,0.00,0.00,0.00,3.00,101.00,124.00,0.00,0.00,0.00,7.00,139.00,290.00,0.00,0.00,0.00
1374.00,"Three Turkey House","Kayenta/Tusayan","Nazlini",0.00,0.00,1.00,642733,3988059,0.00,17.57,0.00,0.00,0.00,0.00,0,1.00,0.00,16.00,0.00,0.00,0.00,1.00,0.00,16.00,0.00,0.00,0.00,4.00,101.00,140.00,0.00,0.00,0.00
1376.00,"White House II","Kayenta/Tusayan","Canyon de Chelly",0.00,0.00,2.00,638000,3999500,35.19,19.50,0.00,0.00,0.00,0.00,0,1.00,29.00,42.00,0.00,0.00,0.00,3.00,101.00,124.00,0.00,0.00,0.00,7.00,139.00,290.00,0.00,0.00,0.00
1377.00,"Salina Springs II","Kayenta/Tusayan","Nazlini",0.00,1.00,2.00,602520,3987310,36.89,20.45,0.00,0.00,0.00,0.00,0,1.00,30.00,44.00,0.00,0.00,0.00,1.00,30.00,44.00,0.00,0.00,0.00,1.00,30.00,44.00,0.00,0.00,0.00
1384.00,"Boss Ranch","Chihuahuan Lowlands","San Bernardino Valley",0.00,0.00,4.00,660596,3487883,11.81,17.23,19.15,17.26,0.00,0.00,1,1.00,18.00,22.00,32.00,22.00,0.00,1.00,18.00,22.00,32.00,22.00,0.00,3.00,118.00,92.00,112.00,22.00,0.00
1388.00,"Slaughter Ranch","Chihuahuan Lowlands","San Bernardino Valley",0.00,0.00,2.00,665127,3470061,0.00,0.00,31.34,39.71,0.00,0.00,1,2.00,0.00,0.00,196.00,280.00,140.00,4.00,0.00,196.00,651.00,726.00,315.00,7.00,0.00,294.00,1067.00,1104.00,315.00
1389.00,"Old Caves","Flagstaff","Flagstaff",0.00,1.00,3.00,452160,3903979,38.83,54.56,24.65,0.00,0.00,0.00,0,1.00,39.00,56.00,39.00,0.00,0.00,5.00,171.00,107.00,39.00,0.00,0.00,13.00,401.00,117.00,39.00,0.00,0.00
1390.00,"Elden Pueblo","Flagstaff","Flagstaff",0.00,1.00,2.00,448079,3899721,54.98,48.93,0.00,0.00,0.00,0.00,0,1.00,56.00,39.00,0.00,0.00,0.00,3.00,113.00,107.00,39.00,0.00,0.00,12.00,384.00,117.00,39.00,0.00,0.00
1391.00,"Burned Pueblo","Flagstaff","Winona",0.00,0.00,3.00,495855,3910286,12.97,18.22,8.23,0.00,0.00,0.00,0,1.00,10.00,15.00,10.00,0.00,0.00,1.00,10.00,15.00,10.00,0.00,0.00,1.00,10.00,15.00,10.00,0.00,0.00
1393.00,"Turkey Hill Pueblo","Flagstaff","Flagstaff",0.00,0.00,2.00,452884,3900610,20.74,18.70,0.00,0.00,0.00,0.00,0,1.00,18.00,12.00,0.00,0.00,0.00,5.00,171.00,107.00,39.00,0.00,0.00,13.00,401.00,117.00,39.00,0.00,0.00
1394.00,"Ridge Ruin","Flagstaff","Flagstaff",0.00,1.00,1.00,466852,3896620,19.14,0.00,0.00,0.00,0.00,0.00,0,1.00,17.00,0.00,0.00,0.00,0.00,3.00,48.00,10.00,0.00,0.00,0.00,12.00,345.00,78.00,39.00,0.00,0.00
1406.00,"Tachini Point","Kayenta/Tusayan","Kayenta",0.00,1.00,2.00,555301,4059885,30.89,32.36,0.00,0.00,0.00,0.00,0,1.00,22.00,32.00,0.00,0.00,0.00,5.00,158.00,227.00,0.00,0.00,0.00,28.00,685.00,1126.00,0.00,0.00,0.00
1415.00,"Inscription House","Kayenta/Tusayan","White Mesa",0.00,0.00,2.00,516095,4058066,48.97,62.04,0.00,0.00,0.00,0.00,0,3.00,60.00,91.00,0.00,0.00,0.00,7.00,77.00,152.00,0.00,0.00,0.00,9.00,105.00,211.00,0.00,0.00,0.00
1416.00,"Whirling Spring","Kayenta/Tusayan","White Mesa",0.00,0.00,1.00,516512,4058567,0.00,15.32,0.00,0.00,0.00,0.00,0,3.00,60.00,91.00,0.00,0.00,0.00,7.00,77.00,152.00,0.00,0.00,0.00,10.00,105.00,251.00,0.00,0.00,0.00
1418.00,"Tower House","Kayenta/Tusayan","Kayenta",0.00,0.00,2.00,548992,4054420,46.44,44.74,0.00,0.00,0.00,0.00,0,4.00,184.00,129.00,0.00,0.00,0.00,10.00,442.00,472.00,0.00,0.00,0.00,28.00,685.00,1142.00,0.00,0.00,0.00
1419.00,"Swallow's Nest","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,546498,4058342,0.00,16.83,0.00,0.00,0.00,0.00,0,1.00,0.00,15.00,0.00,0.00,0.00,11.00,442.00,543.00,0.00,0.00,0.00,27.00,645.00,1142.00,0.00,0.00,0.00
1420.00,"Betatakin","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,541510,4059602,0.00,90.23,0.00,0.00,0.00,0.00,0,1.00,0.00,98.00,0.00,0.00,0.00,5.00,0.00,165.00,0.00,0.00,0.00,26.00,609.00,1032.00,0.00,0.00,0.00
1421.00,"Kiet Siel","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,545028,4068260,0.00,97.76,0.00,0.00,0.00,0.00,0,3.00,44.00,172.00,0.00,0.00,0.00,9.00,92.00,284.00,0.00,0.00,0.00,29.00,677.00,1164.00,0.00,0.00,0.00
1422.00,"Batwoman House","Kayenta/Tusayan","Kayenta",0.00,0.00,2.00,546674,4066087,48.23,43.48,0.00,0.00,0.00,0.00,0,3.00,92.00,75.00,0.00,0.00,0.00,9.00,92.00,284.00,0.00,0.00,0.00,30.00,677.00,1188.00,0.00,0.00,0.00
1424.00,"Twin Caves Pueblo","Kayenta/Tusayan","Kayenta",0.00,0.00,2.00,547007,4067985,44.82,40.41,0.00,0.00,0.00,0.00,0,3.00,92.00,172.00,0.00,0.00,0.00,9.00,92.00,284.00,0.00,0.00,0.00,30.00,677.00,1188.00,0.00,0.00,0.00
1425.00,"Nagashi Bikin","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,548244,4070230,0.00,17.57,0.00,0.00,0.00,0.00,0,1.00,0.00,16.00,0.00,0.00,0.00,8.00,92.00,254.00,0.00,0.00,0.00,27.00,677.00,1080.00,0.00,0.00,0.00
1427.00,"Hawk's Nest","Kayenta/Tusayan","Rainbow Plateau",0.00,0.00,2.00,534931,4076450,20.74,18.70,0.00,0.00,0.00,0.00,0,1.00,18.00,12.00,0.00,0.00,0.00,3.00,32.00,62.00,0.00,0.00,0.00,26.00,405.00,556.00,0.00,0.00,0.00
1429.00,"Red House","Kayenta/Tusayan","Navajo Mountain",0.00,1.00,2.00,511917,4093751,41.59,52.70,0.00,0.00,0.00,0.00,0,1.00,39.00,56.00,0.00,0.00,0.00,3.00,39.00,108.00,0.00,0.00,0.00,19.00,220.00,524.00,0.00,0.00,0.00
1431.00,"Scaffold House","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,542019,4063283,0.00,29.47,0.00,0.00,0.00,0.00,0,1.00,0.00,30.00,0.00,0.00,0.00,9.00,92.00,371.00,0.00,0.00,0.00,26.00,616.00,1028.00,0.00,0.00,0.00
1432.00,"Moqui Rock Pueblo","Kayenta/Tusayan","Kayenta",99.00,99.00,1.00,561568,4064526,0.00,37.96,0.00,0.00,0.00,0.00,0,3.00,14.00,108.00,0.00,0.00,0.00,5.00,61.00,200.00,0.00,0.00,0.00,22.00,493.00,751.00,0.00,0.00,0.00
1433.00,"NA 4157","Kayenta/Tusayan","White Mesa",0.00,0.00,2.00,517635,4079932,51.50,45.52,0.00,0.00,0.00,0.00,0,4.00,120.00,84.00,0.00,0.00,0.00,5.00,134.00,94.00,0.00,0.00,0.00,21.00,294.00,486.00,0.00,0.00,0.00
1434.00,"NA 4158","Kayenta/Tusayan","White Mesa",0.00,0.00,2.00,517219,4078986,41.37,37.30,0.00,0.00,0.00,0.00,0,4.00,120.00,84.00,0.00,0.00,0.00,5.00,134.00,94.00,0.00,0.00,0.00,19.00,235.00,458.00,0.00,0.00,0.00
1435.00,"Kinlani","Kayenta/Tusayan","White Mesa",0.00,0.00,2.00,519675,4079229,17.52,15.80,0.00,0.00,0.00,0.00,0,3.00,42.00,29.00,0.00,0.00,0.00,5.00,134.00,94.00,0.00,0.00,0.00,22.00,324.00,486.00,0.00,0.00,0.00
1436.00,"Olla House","Kayenta/Tusayan","Kayenta",0.00,0.00,2.00,576992,4069139,20.46,18.01,0.00,0.00,0.00,0.00,0,1.00,18.00,12.00,0.00,0.00,0.00,1.00,18.00,12.00,0.00,0.00,0.00,6.00,79.00,212.00,0.00,0.00,0.00
1439.00,"Double Wall Ruin","Kayenta/Tusayan","White Mesa",0.00,0.00,2.00,518448,4079814,15.03,13.55,0.00,0.00,0.00,0.00,0,5.00,134.00,94.00,0.00,0.00,0.00,5.00,134.00,94.00,0.00,0.00,0.00,22.00,324.00,486.00,0.00,0.00,0.00
1441.00,"NA 5628","Kayenta/Tusayan","White Mesa",0.00,0.00,2.00,515667,4057982,15.87,14.31,0.00,0.00,0.00,0.00,0,3.00,60.00,91.00,0.00,0.00,0.00,7.00,77.00,152.00,0.00,0.00,0.00,9.00,105.00,211.00,0.00,0.00,0.00
1442.00,"NA 5651","Kayenta/Tusayan","White Mesa",0.00,0.00,1.00,515479,4054114,0.00,12.23,0.00,0.00,0.00,0.00,0,3.00,0.00,49.00,0.00,0.00,0.00,8.00,105.00,171.00,0.00,0.00,0.00,10.00,116.00,227.00,0.00,0.00,0.00
1443.00,"NA 5654","Kayenta/Tusayan","White Mesa",0.00,0.00,1.00,516721,4052734,0.00,12.23,0.00,0.00,0.00,0.00,0,3.00,0.00,49.00,0.00,0.00,0.00,7.00,88.00,159.00,0.00,0.00,0.00,11.00,116.00,267.00,0.00,0.00,0.00
1444.00,"Hummingbird House","Kayenta/Tusayan","White Mesa",0.00,99.00,2.00,510188,4057691,19.95,17.98,0.00,0.00,0.00,0.00,0,1.00,17.00,12.00,0.00,0.00,0.00,5.00,77.00,113.00,0.00,0.00,0.00,8.00,105.00,171.00,0.00,0.00,0.00
1446.00,"NA 8816","Kayenta/Tusayan","Rainbow Plateau",0.00,0.00,2.00,529739,4092497,23.22,29.42,0.00,0.00,0.00,0.00,0,2.00,59.00,28.00,0.00,0.00,0.00,8.00,133.00,80.00,0.00,0.00,0.00,29.00,312.00,684.00,0.00,0.00,0.00
1447.00,"NA 8820","Kayenta/Tusayan","Rainbow Plateau",0.00,0.00,1.00,532072,4091001,30.64,0.00,0.00,0.00,0.00,0.00,0,3.00,84.00,0.00,0.00,0.00,0.00,9.00,133.00,112.00,0.00,0.00,0.00,27.00,235.00,569.00,0.00,0.00,0.00
1448.00,"NA 8839","Kayenta/Tusayan","Rainbow Plateau",0.00,1.00,1.00,534126,4090987,0.00,31.47,0.00,0.00,0.00,0.00,0,1.00,0.00,32.00,0.00,0.00,0.00,8.00,133.00,80.00,0.00,0.00,0.00,24.00,193.00,540.00,0.00,0.00,0.00
1449.00,"NA 8886","Kayenta/Tusayan","Rainbow Plateau",0.00,0.00,1.00,532808,4092807,16.35,0.00,0.00,0.00,0.00,0.00,0,2.00,44.00,0.00,0.00,0.00,0.00,8.00,133.00,80.00,0.00,0.00,0.00,23.00,179.00,530.00,0.00,0.00,0.00
1450.00,"NA 8895","Kayenta/Tusayan","Rainbow Plateau",0.00,0.00,1.00,535138,4095053,16.35,0.00,0.00,0.00,0.00,0.00,0,1.00,14.00,0.00,0.00,0.00,0.00,7.00,117.00,80.00,0.00,0.00,0.00,22.00,161.00,518.00,0.00,0.00,0.00
1452.00,"Fireside","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,547444,4051282,0.00,31.47,0.00,0.00,0.00,0.00,0,2.00,0.00,68.00,0.00,0.00,0.00,8.00,442.00,378.00,0.00,0.00,0.00,23.00,635.00,956.00,0.00,0.00,0.00
1453.00,"Otherside","Kayenta/Tusayan","Kayenta",0.00,0.00,1.00,546344,4051059,0.00,34.74,0.00,0.00,0.00,0.00,0,3.00,210.00,215.00,0.00,0.00,0.00,8.00,442.00,378.00,0.00,0.00,0.00,24.00,684.00,1026.00,0.00,0.00,0.00
1454.00,"Organ Rock","Kayenta/Tusayan","Kayenta",0.00,1.00,2.00,549783,4056041,57.40,50.51,0.00,0.00,0.00,0.00,0,3.00,156.00,110.00,0.00,0.00,0.00,12.00,492.00,544.00,0.00,0.00,0.00,28.00,685.00,1142.00,0.00,0.00,0.00
1460.00,"Pueblo Grande","Phoenix Basin","Phoenix",1.00,1.00,5.00,408612,3701011,185.97,266.24,309.15,318.19,283.24,0.00,1,4.00,519.00,803.00,851.00,180.00,90.00,16.00,2251.00,2558.00,3221.00,2064.00,372.00,55.00,7274.00,8289.00,11591.00,8585.00,3011.00
1488.00,"Polles Pueblo","Verde/New River","Verde",0.00,1.00,2.00,449490,3792438,0.00,0.00,93.74,118.77,0.00,0.00,0,1.00,0.00,0.00,181.00,258.00,0.00,7.00,96.00,40.00,323.00,418.00,0.00,25.00,269.00,257.00,1014.00,1239.00,35.00
1500.00,"Mindeleff's Cavate Lodges","Verde/New River","Verde",0.00,0.00,2.00,426874,3815174,0.00,140.70,172.01,0.00,0.00,0.00,0,1.00,0.00,240.00,343.00,0.00,0.00,4.00,0.00,485.00,692.00,189.00,0.00,24.00,322.00,1267.00,1798.00,653.00,0.00
1501.00,"Mud Springs Ruin","Verde/New River","Verde",0.00,0.00,2.00,420701,3782593,0.00,0.00,33.96,43.02,0.00,0.00,0,2.00,0.00,0.00,83.00,120.00,0.00,7.00,0.00,0.00,346.00,496.00,0.00,42.00,138.00,180.00,2275.00,2972.00,724.00
1509.00,"Doran Castle Ruin","Verde/New River","Verde",0.00,0.00,2.00,437278,3812267,0.00,45.66,55.82,0.00,0.00,0.00,0,3.00,29.00,133.00,160.00,0.00,0.00,5.00,67.00,183.00,259.00,90.00,0.00,24.00,269.00,1083.00,1687.00,708.00,0.00
1531.00,"Burnt Corn GH","Hopi","Hopi",0.00,0.00,2.00,579627,3998081,40.23,35.47,0.00,0.00,0.00,0.00,0,1.00,40.00,28.00,0.00,0.00,0.00,2.00,84.00,28.00,0.00,0.00,0.00,6.00,224.00,146.00,70.00,49.00,0.00
1535.00,"Lamb Springs","Hopi","Hopi",0.00,1.00,1.00,575005,4000466,43.00,0.00,0.00,0.00,0.00,0.00,0,1.00,44.00,0.00,0.00,0.00,0.00,5.00,224.00,126.00,70.00,49.00,0.00,6.00,224.00,146.00,70.00,49.00,0.00
1536.00,"Porcupine Wash","Hopi","Longhouse Valley",0.00,0.00,1.00,505857,4017308,0.00,44.25,0.00,0.00,0.00,0.00,0,1.00,0.00,48.00,0.00,0.00,0.00,2.00,0.00,153.00,0.00,0.00,0.00,5.00,55.00,184.00,0.00,0.00,0.00
1544.00,"Pinon Ruin","Hopi","Hopi",0.00,1.00,2.00,570664,3995292,74.10,66.81,0.00,0.00,0.00,0.00,0,2.00,102.00,49.00,0.00,0.00,0.00,4.00,146.00,69.00,0.00,0.00,0.00,6.00,224.00,146.00,70.00,49.00,0.00
1546.00,"Thief Site","Kayenta/Tusayan","Longhouse Valley",0.00,0.00,1.00,532510,4038108,0.00,37.96,0.00,0.00,0.00,0.00,0,2.00,0.00,54.00,0.00,0.00,0.00,7.00,105.00,250.00,0.00,0.00,0.00,9.00,116.00,306.00,0.00,0.00,0.00
1550.00,"AZ E:6:1","Kayenta/Tusayan","Chinle",0.00,0.00,2.00,625852,4060147,23.22,29.42,0.00,0.00,0.00,0.00,0,1.00,19.00,28.00,0.00,0.00,0.00,1.00,19.00,28.00,0.00,0.00,0.00,4.00,47.00,68.00,0.00,0.00,0.00
1553.00,"Ford House","Kayenta/Tusayan","Chinle",0.00,0.00,2.00,615229,4072730,13.27,16.82,0.00,0.00,0.00,0.00,0,2.00,18.00,26.00,0.00,0.00,0.00,3.00,28.00,40.00,0.00,0.00,0.00,4.00,47.00,68.00,0.00,0.00,0.00
1561.00,"Chavez Pass Pueblo","Flagstaff","Anderson Mesa",0.00,1.00,3.00,487006,3848158,0.00,455.45,636.61,613.29,0.00,0.00,0,3.00,0.00,440.00,1124.00,1124.00,0.00,3.00,0.00,440.00,1124.00,1124.00,0.00,6.00,0.00,528.00,1273.00,1337.00,0.00
1563.00,"Bridgeport Site","Verde/New River","Verde",0.00,0.00,4.00,409491,3842724,94.49,137.76,153.09,138.03,0.00,0.00,0,1.00,182.00,232.00,332.00,232.00,0.00,6.00,323.00,310.00,711.00,584.00,0.00,14.00,420.00,703.00,1471.00,1306.00,166.00
1566.00,"Cornville Ruin","Verde/New River","Verde",0.00,1.00,4.00,415206,3842584,33.88,49.41,54.90,49.50,0.00,0.00,0,1.00,61.00,78.00,112.00,78.00,0.00,9.00,243.00,433.00,894.00,774.00,0.00,18.00,502.00,867.00,1639.00,1406.00,123.00
1567.00,"Sugarloaf Site","Verde/New River","Verde",0.00,1.00,2.00,416229,3839754,0.00,0.00,35.19,19.50,0.00,0.00,0,2.00,0.00,0.00,79.00,104.00,0.00,5.00,61.00,78.00,317.00,318.00,0.00,20.00,502.00,1010.00,1843.00,1451.00,123.00
1568.00,"Montezuma Well (E.Rim)","Verde/New River","Verde",0.00,0.00,4.00,431085,3834156,15.68,22.86,25.41,22.91,0.00,0.00,0,1.00,24.00,32.00,45.00,32.00,0.00,6.00,24.00,66.00,218.00,199.00,0.00,28.00,447.00,1058.00,1836.00,1214.00,0.00
1569.00,"Jackson Ranch Ruin","Verde/New River","Verde",0.00,1.00,3.00,429261,3832796,0.00,18.55,25.93,24.98,0.00,0.00,0,1.00,0.00,34.00,48.00,34.00,0.00,4.00,82.00,140.00,240.00,201.00,0.00,29.00,447.00,1298.00,2179.00,1214.00,0.00
1570.00,"Montezuma Castle A & B","Verde/New River","Verde",0.00,0.00,4.00,422758,3830220,31.84,46.42,51.59,46.51,0.00,0.00,0,1.00,58.00,74.00,104.00,74.00,0.00,6.00,58.00,422.00,566.00,300.00,0.00,24.00,301.00,1193.00,1996.00,1132.00,0.00
1571.00,"Kinnikinnick","Flagstaff","Anderson Mesa",0.00,1.00,2.00,476426,3860438,0.00,0.00,50.42,63.88,0.00,0.00,0,1.00,0.00,0.00,99.00,141.00,0.00,3.00,0.00,88.00,149.00,213.00,0.00,7.00,30.00,528.00,1273.00,1337.00,0.00
1573.00,"Grapevine Pueblo","Flagstaff","Anderson Mesa",0.00,1.00,2.00,476008,3857233,0.00,0.00,28.69,36.34,0.00,0.00,0,1.00,0.00,0.00,50.00,72.00,0.00,3.00,0.00,88.00,149.00,213.00,0.00,7.00,30.00,528.00,1273.00,1337.00,0.00
1574.00,"Clear Creek Ruin","Verde/New River","Verde",0.00,99.00,3.00,426791,3821356,0.00,71.79,100.35,96.68,0.00,0.00,0,1.00,0.00,147.00,210.00,147.00,0.00,6.00,80.00,673.00,960.00,335.00,0.00,25.00,223.00,1329.00,1982.00,795.00,0.00
1575.00,"Honanki","Verde/New River","Verde",0.00,0.00,4.00,414840,3866434,16.62,24.23,26.92,24.28,0.00,0.00,0,1.00,26.00,34.00,48.00,34.00,0.00,2.00,42.00,55.00,77.00,55.00,0.00,4.00,42.00,55.00,134.00,137.00,43.00
1588.00,"Pollack Ruin","Flagstaff","Anderson Mesa",0.00,1.00,1.00,478537,3860204,0.00,41.13,0.00,0.00,0.00,0.00,0,1.00,0.00,88.00,0.00,0.00,0.00,3.00,0.00,88.00,149.00,213.00,0.00,7.00,30.00,528.00,1273.00,1337.00,0.00
1599.00,"Piglet","Flagstaff","Anderson Mesa",0.00,0.00,1.00,476403,3869159,31.51,0.00,0.00,0.00,0.00,0.00,0,1.00,30.00,0.00,0.00,0.00,0.00,1.00,30.00,0.00,0.00,0.00,0.00,4.00,30.00,88.00,149.00,213.00,0.00
1622.00,"Zanardelli Site","Santa Cruz","Santa Cruz River",1.00,1.00,4.00,505291,3544508,98.83,144.09,160.12,144.36,0.00,0.00,1,1.00,166.00,210.00,300.00,210.00,0.00,5.00,403.00,441.00,510.00,420.00,147.00,11.00,640.00,695.00,1110.00,1020.00,747.00
1623.00,"Gibbon  Springs","Santa Cruz","Rillito",0.00,0.00,2.00,521295,3573427,39.84,38.38,0.00,0.00,0.00,0.00,1,1.00,80.00,56.00,0.00,0.00,0.00,4.00,360.00,457.00,0.00,0.00,0.00,7.00,461.00,551.00,300.00,300.00,300.00
1636.00,"Hatalacva","Verde/New River","Verde",0.00,1.00,5.00,404177,3849392,78.66,87.14,89.87,86.75,77.11,0.00,0,1.00,97.00,123.00,175.00,175.00,123.00,4.00,177.00,123.00,338.00,345.00,123.00,14.00,420.00,556.00,1355.00,1295.00,166.00
1649.00,"Fitzmaurice Ruin","Prescott","Perry Mesa",0.00,0.00,1.00,375811,3826039,40.53,0.00,0.00,0.00,0.00,0.00,0,1.00,85.00,0.00,0.00,0.00,0.00,2.00,117.00,0.00,0.00,0.00,0.00,7.00,408.00,0.00,0.00,0.00,0.00
1654.00,"Cline Terrace Mound, Monster Ruin","Tonto Basin","Tonto Creek",1.00,1.00,2.00,477453,3736696,0.00,0.00,23.78,30.13,0.00,0.00,1,5.00,184.00,235.00,305.00,271.00,0.00,22.00,644.00,830.00,733.00,666.00,0.00,52.00,1143.00,2076.00,1584.00,1208.00,0.00
1660.00,"St. Mary's","Santa Cruz","Santa Cruz River",1.00,1.00,5.00,499898,3565444,13.36,13.09,12.62,11.88,10.94,0.00,1,1.00,11.00,14.00,21.00,21.00,14.00,5.00,265.00,371.00,313.00,103.00,71.00,16.00,729.00,855.00,1234.00,1024.00,985.00
1662.00,"Los Guanacos","Phoenix Basin","Queen Creek",0.00,0.00,5.00,412400,3689400,29.31,41.97,48.73,50.16,44.65,0.00,1,1.00,120.00,120.00,126.00,126.00,30.00,8.00,620.00,620.00,1310.00,1218.00,884.00,49.00,6431.00,7083.00,9666.00,7213.00,2713.00
1665.00,"Cherry Creek Mound","Central Arizona Highlands","Tonto--Salt Arm",1.00,1.00,5.00,515100,3740560,9.26,11.87,13.16,13.22,11.74,0.00,0,6.00,138.00,257.00,412.00,100.00,70.00,16.00,157.00,484.00,989.00,303.00,70.00,44.00,650.00,1394.00,1868.00,606.00,70.00
1670.00,"University Indian Ruins","Santa Cruz","Rillito",1.00,1.00,5.00,514476,3569155,118.88,170.19,197.62,203.39,181.05,0.00,1,2.00,80.00,80.00,300.00,300.00,300.00,3.00,290.00,380.00,300.00,300.00,300.00,13.00,782.00,1002.00,613.00,403.00,371.00
1672.00,"Pueblo Blanco","Phoenix Basin","Phoenix",0.00,99.00,5.00,420200,3703000,13.41,13.21,12.78,12.01,11.00,0.00,1,4.00,714.00,800.00,971.00,800.00,280.00,22.00,2681.00,2854.00,3824.00,2961.00,1357.00,47.00,5622.00,6149.00,8575.00,6368.00,2543.00
1676.00,"Sunset Mesa","Santa Cruz","Santa Cruz River",0.00,0.00,5.00,494623,3576239,13.11,13.41,13.23,12.50,11.23,0.00,1,1.00,11.00,14.00,21.00,21.00,14.00,4.00,299.00,423.00,271.00,61.00,43.00,11.00,955.00,1355.00,334.00,124.00,85.00
1681.00,"Pueblo Salado","Phoenix Basin","Phoenix",0.00,0.00,5.00,404203,3699190,35.85,45.95,50.96,51.18,45.43,0.00,1,1.00,14.00,14.00,102.00,102.00,12.00,17.00,2246.00,2564.00,3334.00,2190.00,420.00,47.00,6928.00,7902.00,10898.00,7972.00,2832.00
1685.00,"White Rincon","Papagueria","Coyote Mountains",1.00,1.00,5.00,453200,3536400,9.26,11.87,13.16,13.22,11.74,0.00,1,2.00,56.00,70.00,101.00,101.00,70.00,4.00,85.00,106.00,154.00,154.00,106.00,4.00,85.00,106.00,154.00,154.00,106.00
1688.00,"Jackrabbit","Papagueria","Vamori Wash",0.00,99.00,5.00,414500,3530400,13.11,13.41,13.23,12.50,11.23,0.00,1,1.00,150.00,150.00,150.00,150.00,105.00,1.00,150.00,150.00,150.00,150.00,105.00,1.00,150.00,150.00,150.00,150.00,105.00
1713.00,"Casa Grande","Phoenix Basin","Casa Grande",1.00,1.00,5.00,450000,3650600,255.17,369.05,421.61,413.49,181.29,0.00,1,1.00,529.00,673.00,961.00,961.00,673.00,3.00,726.00,896.00,1237.00,1184.00,743.00,13.00,1787.00,2082.00,2610.00,2320.00,1128.00
1735.00,"Las Colinas","Phoenix Basin","Phoenix",1.00,1.00,4.00,396500,3704520,131.14,191.20,212.48,191.57,0.00,0.00,1,1.00,350.00,525.00,700.00,490.00,280.00,4.00,613.00,845.00,1136.00,810.00,315.00,27.00,4183.00,4927.00,6373.00,4518.00,850.00
