"SWSN_ID","SWSN_Site","Macro","Micro","GKPM","GKPMPZ","Periods","EASTING","NORTHING","P1room","P2room","P3room","P4room","P5room","P6room","N0S1","P2CT","P2P1200","P2P1250","P2P1300","P2P1350","P2P1400","P7CT","P7P1200","P7P1250","P7P1300","P7P1350","P7P1400","P18CT","P18P1200","P18P1250","P18P1300","P18P1350","P18P1400"
789.00,"LA 7582","Chuska/Chaco","Chuska Mountains",0.00,0.00,2.00,697538,4015843,12.02,15.23,0.00,0.00,0.00,0.00,0,1.00,9.00,13.00,0.00,0.00,0.00,32.00,375.00,493.00,136.00,0.00,0.00,56.00,684.00,729.00,147.00,0.00,0.00
790.00,"LA 7584","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,701258,4019929,16.78,0.00,0.00,0.00,0.00,0.00,0,2.00,27.00,0.00,0.00,0.00,0.00,22.00,259.00,179.00,85.00,0.00,0.00,61.00,752.00,995.00,147.00,0.00,0.00
791.00,"LA 7591","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,699867,4018850,12.43,0.00,0.00,0.00,0.00,0.00,0,4.00,80.00,49.00,70.00,0.00,0.00,23.00,341.00,234.00,105.00,0.00,0.00,61.00,752.00,995.00,147.00,0.00,0.00
793.00,"LA 7624","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,698679,4031071,26.22,0.00,0.00,0.00,0.00,0.00,0,2.00,55.00,40.00,0.00,0.00,0.00,6.00,114.00,40.00,0.00,0.00,0.00,45.00,690.00,593.00,96.00,0.00,0.00
794.00,"LA 7641","Chuska/Chaco","Chuska Mountains",0.00,0.00,2.00,698617,4031681,31.34,39.71,0.00,0.00,0.00,0.00,0,2.00,55.00,40.00,0.00,0.00,0.00,6.00,114.00,40.00,0.00,0.00,0.00,45.00,690.00,593.00,96.00,0.00,0.00
797.00,"LA 7690","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,693282,4034873,12.43,0.00,0.00,0.00,0.00,0.00,0,4.00,42.00,266.00,0.00,0.00,0.00,9.00,167.00,317.00,0.00,0.00,0.00,20.00,447.00,382.00,0.00,0.00,0.00
798.00,"LA 7704","Chuska/Chaco","Chuska Mountains",0.00,0.00,2.00,691776,4034744,21.53,27.28,0.00,0.00,0.00,0.00,0,5.00,63.00,277.00,0.00,0.00,0.00,7.00,112.00,277.00,0.00,0.00,0.00,20.00,447.00,382.00,0.00,0.00,0.00
800.00,"LA 7753","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,691433,4033888,24.92,0.00,0.00,0.00,0.00,0.00,0,4.00,52.00,277.00,0.00,0.00,0.00,7.00,112.00,277.00,0.00,0.00,0.00,19.00,429.00,382.00,0.00,0.00,0.00
801.00,"LA 7778","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,708908,4036254,23.60,0.00,0.00,0.00,0.00,0.00,0,4.00,77.00,16.00,0.00,0.00,0.00,5.00,89.00,16.00,0.00,0.00,0.00,29.00,476.00,413.00,11.00,0.00,0.00
802.00,"LA 7781","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,709125,4036981,23.60,0.00,0.00,0.00,0.00,0.00,0,4.00,77.00,16.00,0.00,0.00,0.00,5.00,89.00,16.00,0.00,0.00,0.00,22.00,390.00,361.00,0.00,0.00,0.00
803.00,"LA 7787","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,709491,4037063,18.18,0.00,0.00,0.00,0.00,0.00,0,4.00,77.00,16.00,0.00,0.00,0.00,5.00,89.00,16.00,0.00,0.00,0.00,20.00,334.00,361.00,0.00,0.00,0.00
805.00,"LA 7935","Chuska/Chaco","Chuska Mountains",0.00,0.00,2.00,709373,4011762,12.02,15.23,0.00,0.00,0.00,0.00,0,1.00,9.00,13.00,0.00,0.00,0.00,12.00,121.00,111.00,11.00,0.00,0.00,55.00,643.00,689.00,147.00,0.00,0.00
806.00,"LA 7938","Chuska/Chaco","Chuska Mountains",0.00,0.00,2.00,704426,4012396,11.39,14.43,0.00,0.00,0.00,0.00,0,1.00,8.00,12.00,0.00,0.00,0.00,38.00,363.00,624.00,136.00,0.00,0.00,55.00,643.00,689.00,147.00,0.00,0.00
807.00,"LA 7973","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,716767,4045531,12.43,0.00,0.00,0.00,0.00,0.00,0,1.00,11.00,0.00,0.00,0.00,0.00,3.00,37.00,17.00,0.00,0.00,0.00,10.00,176.00,55.00,0.00,0.00,0.00
808.00,"LA 8200","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,717345,4039225,15.36,0.00,0.00,0.00,0.00,0.00,0,2.00,34.00,0.00,0.00,0.00,0.00,5.00,87.00,22.00,0.00,0.00,0.00,10.00,176.00,55.00,0.00,0.00,0.00
809.00,"LA 8204","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,715566,4034338,13.17,0.00,0.00,0.00,0.00,0.00,0,2.00,42.00,22.00,0.00,0.00,0.00,8.00,153.00,38.00,0.00,0.00,0.00,22.00,360.00,147.00,11.00,0.00,0.00
810.00,"LA 8237","Chuska/Chaco","Coyote Wash",0.00,0.00,2.00,711291,3990764,16.31,20.67,0.00,0.00,0.00,0.00,0,5.00,54.00,104.00,0.00,0.00,0.00,5.00,54.00,104.00,0.00,0.00,0.00,6.00,54.00,115.00,0.00,0.00,0.00
811.00,"LA 8240","Chuska/Chaco","Coyote Wash",0.00,0.00,1.00,711891,3991087,0.00,26.77,0.00,0.00,0.00,0.00,0,5.00,54.00,104.00,0.00,0.00,0.00,5.00,54.00,104.00,0.00,0.00,0.00,6.00,54.00,115.00,0.00,0.00,0.00
814.00,"LA 8433","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,700943,4026924,12.43,0.00,0.00,0.00,0.00,0.00,0,2.00,35.00,0.00,0.00,0.00,0.00,5.00,108.00,40.00,0.00,0.00,0.00,64.00,843.00,951.00,147.00,0.00,0.00
815.00,"LA 8458","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,697706,4022234,18.87,0.00,0.00,0.00,0.00,0.00,0,1.00,18.00,0.00,0.00,0.00,0.00,8.00,142.00,62.00,70.00,0.00,0.00,64.00,820.00,1006.00,147.00,0.00,0.00
816.00,"LA 8476","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,701591,4015750,0.00,13.01,0.00,0.00,0.00,0.00,0,6.00,46.00,37.00,0.00,0.00,0.00,38.00,431.00,559.00,136.00,0.00,0.00,56.00,684.00,729.00,147.00,0.00,0.00
817.00,"LA 8477","Chuska/Chaco","Chuska Mountains",0.00,0.00,2.00,701679,4015488,13.27,16.82,0.00,0.00,0.00,0.00,0,5.00,36.00,37.00,0.00,0.00,0.00,38.00,431.00,553.00,136.00,0.00,0.00,56.00,684.00,729.00,147.00,0.00,0.00
818.00,"LA 8500","Chuska/Chaco","Chuska Mountains",0.00,0.00,1.00,719738,4012566,8.70,0.00,0.00,0.00,0.00,0.00,0,1.00,14.00,0.00,0.00,0.00,0.00,1.00,14.00,0.00,0.00,0.00,0.00,25.00,327.00,179.00,26.00,0.00,0.00
819.00,"LA 8519","Chuska/Chaco","Coyote Wash",0.00,0.00,1.00,711302,3990586,23.60,0.00,0.00,0.00,0.00,0.00,0,5.00,54.00,104.00,0.00,0.00,0.00,5.00,54.00,104.00,0.00,0.00,0.00,6.00,54.00,115.00,0.00,0.00,0.00
821.00,"LA 8549","Chuska/Chaco","Horse Mesa",0.00,0.00,1.00,684612,4052134,16.78,0.00,0.00,0.00,0.00,0.00,0,1.00,16.00,0.00,0.00,0.00,0.00,1.00,16.00,0.00,0.00,0.00,0.00,2.00,32.00,11.00,0.00,0.00,0.00
822.00,"Shannon Bluff-Point","Middle San Juan","Salmon",0.00,0.00,2.00,752602,4066230,44.08,55.84,0.00,0.00,0.00,0.00,0,1.00,74.00,105.00,0.00,0.00,0.00,4.00,256.00,302.00,0.00,0.00,0.00,11.00,995.00,1230.00,52.00,0.00,0.00
823.00,"Fruitland Pueblo","Middle San Juan","Farmington",0.00,0.00,1.00,732418,4067840,58.93,0.00,0.00,0.00,0.00,0.00,0,1.00,64.00,0.00,0.00,0.00,0.00,1.00,64.00,0.00,0.00,0.00,0.00,7.00,453.00,155.00,0.00,0.00,0.00
824.00,"Salmon II","Middle San Juan","Salmon",1.00,1.00,2.00,765648,4065673,106.94,59.27,0.00,0.00,0.00,0.00,0,1.00,95.00,136.00,0.00,0.00,0.00,2.00,95.00,153.00,24.00,0.00,0.00,16.00,1396.00,1625.00,24.00,0.00,0.00
866.00,"LA 12758","Middle San Juan","Farmington",0.00,0.00,2.00,714320,4071760,13.27,16.82,0.00,0.00,0.00,0.00,0,1.00,10.00,14.00,0.00,0.00,0.00,2.00,150.00,112.00,0.00,0.00,0.00,5.00,415.00,125.00,0.00,0.00,0.00
868.00,"West Water","Middle San Juan","Farmington",0.00,1.00,1.00,724142,4070250,113.17,0.00,0.00,0.00,0.00,0.00,0,2.00,256.00,0.00,0.00,0.00,0.00,2.00,256.00,0.00,0.00,0.00,0.00,6.00,479.00,125.00,0.00,0.00,0.00
869.00,"LA 13114","Middle San Juan","Farmington",0.00,1.00,1.00,723251,4069912,18.37,0.00,0.00,0.00,0.00,0.00,0,2.00,256.00,0.00,0.00,0.00,0.00,2.00,256.00,0.00,0.00,0.00,0.00,6.00,479.00,125.00,0.00,0.00,0.00
880.00,"LA 20266","Middle San Juan","La Plata",0.00,1.00,2.00,749730,4095780,46.54,58.96,0.00,0.00,0.00,0.00,0,3.00,337.00,466.00,0.00,0.00,0.00,4.00,637.00,466.00,0.00,0.00,0.00,8.00,885.00,728.00,0.00,0.00,0.00
882.00,"Domingues","Upper Gila","Upper Gila",99.00,99.00,4.00,726650,3649826,68.48,74.12,73.11,64.34,0.00,0.00,1,1.00,77.00,98.00,140.00,98.00,0.00,5.00,77.00,98.00,347.00,729.00,637.00,12.00,154.00,196.00,731.00,1176.00,748.00
885.00,"LA 39035","Upper Gila","Upper Gila",0.00,1.00,2.00,702555,3614989,0.00,0.00,33.44,42.37,0.00,0.00,1,1.00,0.00,0.00,61.00,86.00,0.00,2.00,0.00,154.00,257.00,366.00,196.00,4.00,330.00,574.00,1067.00,1086.00,196.00
892.00,"LA 50078","Chuska/Chaco","Chaco",0.00,0.00,2.00,805704,3976399,24.85,11.57,0.00,0.00,0.00,0.00,0,1.00,16.00,23.00,0.00,0.00,0.00,7.00,138.00,197.00,0.00,0.00,0.00,13.00,278.00,313.00,52.00,0.00,0.00
894.00,"LA 52606","Chuska/Chaco","Chaco",0.00,0.00,2.00,784591,3988787,16.01,14.17,0.00,0.00,0.00,0.00,0,1.00,10.00,14.00,10.00,0.00,0.00,4.00,70.00,39.00,10.00,0.00,0.00,7.00,122.00,71.00,10.00,0.00,0.00
895.00,"Stewart Ranch","Chihuahuan Lowlands","Boot Heel",0.00,0.00,2.00,691745,3480160,0.00,81.78,99.97,0.00,0.00,0.00,1,2.00,0.00,147.00,330.00,0.00,0.00,2.00,0.00,147.00,330.00,0.00,0.00,7.00,0.00,277.00,870.00,379.00,0.00
896.00,"Hoskins","Chihuahuan Lowlands","Boot Heel",0.00,99.00,1.00,702460,3497140,0.00,13.01,0.00,0.00,0.00,0.00,1,1.00,0.00,22.00,0.00,0.00,0.00,4.00,0.00,109.00,355.00,379.00,0.00,9.00,166.00,587.00,1340.00,589.00,0.00
897.00,"Little","Chihuahuan Lowlands","Boot Heel",0.00,99.00,2.00,704420,3501240,0.00,22.89,27.99,0.00,0.00,0.00,1,1.00,0.00,37.00,53.00,0.00,0.00,3.00,0.00,59.00,283.00,329.00,0.00,9.00,166.00,587.00,1340.00,589.00,0.00
898.00,"Pigpen Ranch","Chihuahuan Lowlands","Boot Heel",0.00,99.00,2.00,714425,3506900,0.00,32.47,39.69,0.00,0.00,0.00,1,1.00,0.00,56.00,80.00,0.00,0.00,3.00,0.00,268.00,385.00,0.00,0.00,8.00,166.00,537.00,1268.00,539.00,0.00
899.00,"Double Adobe","Chihuahuan Lowlands","Boot Heel",0.00,99.00,2.00,712140,3505820,0.00,101.96,124.65,0.00,0.00,0.00,1,1.00,0.00,190.00,273.00,0.00,0.00,3.00,0.00,268.00,385.00,0.00,0.00,8.00,166.00,537.00,1268.00,539.00,0.00
900.00,"Cloverdale Park","Chihuahuan Lowlands","Boot Heel",0.00,99.00,1.00,693100,3479150,0.00,0.00,51.00,0.00,0.00,0.00,1,2.00,0.00,147.00,330.00,0.00,0.00,4.00,0.00,227.00,488.00,0.00,0.00,5.00,0.00,277.00,560.00,50.00,0.00
901.00,"Saddle Bronc","Chihuahuan Lowlands","Boot Heel",0.00,99.00,2.00,712750,3503220,0.00,15.02,18.37,0.00,0.00,0.00,1,1.00,0.00,22.00,32.00,0.00,0.00,3.00,0.00,268.00,385.00,0.00,0.00,9.00,166.00,587.00,1340.00,589.00,0.00
903.00,"Kello Blancett","Middle San Juan","Animas",0.00,0.00,2.00,764100,4076804,403.29,363.61,0.00,0.00,0.00,0.00,0,1.00,450.00,315.00,0.00,0.00,0.00,9.00,1035.00,1155.00,0.00,0.00,0.00,17.00,1538.00,1770.00,52.00,0.00,0.00
904.00,"LA 60009","Middle San Juan","Animas",0.00,0.00,1.00,767270,4080702,8.70,0.00,0.00,0.00,0.00,0.00,0,7.00,585.00,600.00,0.00,0.00,0.00,8.00,1035.00,915.00,0.00,0.00,0.00,12.00,1158.00,1370.00,28.00,0.00,0.00
905.00,"LA 60020","Middle San Juan","Animas",0.00,0.00,1.00,767591,4080994,8.59,0.00,0.00,0.00,0.00,0.00,0,7.00,585.00,600.00,0.00,0.00,0.00,8.00,1035.00,915.00,0.00,0.00,0.00,11.00,1130.00,1330.00,0.00,0.00,0.00
906.00,"Morris' Old Fort","Middle San Juan","Salmon",0.00,0.00,2.00,748620,4065850,44.08,55.84,0.00,0.00,0.00,0.00,0,1.00,42.00,60.00,0.00,0.00,0.00,3.00,116.00,204.00,0.00,0.00,0.00,10.00,609.00,898.00,28.00,0.00,0.00
913.00,"LA 100068","Chuska/Chaco","Chaco",0.00,1.00,2.00,791114,3987482,13.47,6.27,0.00,0.00,0.00,0.00,0,4.00,58.00,25.00,0.00,0.00,0.00,5.00,68.00,39.00,10.00,0.00,0.00,7.00,122.00,71.00,10.00,0.00,0.00
914.00,"LA 100069","Chuska/Chaco","Chaco",0.00,0.00,2.00,791346,3987782,20.80,21.80,0.00,0.00,0.00,0.00,0,4.00,58.00,25.00,0.00,0.00,0.00,5.00,68.00,39.00,10.00,0.00,0.00,7.00,122.00,71.00,10.00,0.00,0.00
915.00,"LA 100082","Chuska/Chaco","Chaco",0.00,0.00,1.00,792926,3986862,14.38,0.00,0.00,0.00,0.00,0.00,0,4.00,58.00,25.00,0.00,0.00,0.00,4.00,58.00,25.00,0.00,0.00,0.00,9.00,168.00,138.00,10.00,0.00,0.00
919.00,"Kinishba","Mogollon Rim","Kinishba",1.00,1.00,3.00,587476,3741857,0.00,373.71,522.36,503.23,0.00,0.00,0,2.00,0.00,300.00,960.00,960.00,0.00,3.00,56.00,300.00,960.00,960.00,0.00,11.00,404.00,805.00,1203.00,1160.00,0.00
921.00,"Adobe Pueblo","Middle Little Colorado","Homolovi",0.00,0.00,1.00,530880,3876920,0.00,0.00,0.00,13.79,0.00,0.00,0,4.00,0.00,240.00,450.00,562.00,0.00,6.00,0.00,276.00,450.00,1162.00,0.00,13.00,0.00,604.00,724.00,1546.00,0.00
922.00,"Awat'ovi","Hopi","Hopi",0.00,1.00,7.00,565277,3953423,395.77,512.86,602.93,681.42,734.53,770.36,0,5.00,150.00,300.00,500.00,500.00,612.00,6.00,150.00,523.00,783.00,905.00,1017.00,14.00,240.00,1036.00,2187.00,2552.00,1617.00
933.00,"Point of Pines Ruin","Mogollon Rim","Eagle Creek",1.00,1.00,4.00,617581,3690945,0.00,343.07,483.10,543.76,492.39,0.00,0,10.00,0.00,394.00,1096.00,1268.00,564.00,20.00,34.00,968.00,1425.00,1674.00,658.00,22.00,34.00,968.00,1508.00,1810.00,680.00
935.00,"AZ W:10:52","Mogollon Rim","Eagle Creek",0.00,0.00,2.00,617213,3690760,0.00,0.00,0.00,58.15,71.09,0.00,0,11.00,0.00,394.00,1096.00,1284.00,586.00,20.00,34.00,968.00,1425.00,1674.00,658.00,22.00,34.00,968.00,1508.00,1810.00,680.00
952.00,"Heshoda Yala:wa","Zuni","Zuni",0.00,1.00,2.00,682201,3865309,41.10,49.83,0.00,0.00,0.00,0.00,0,1.00,105.00,105.00,0.00,0.00,0.00,7.00,238.00,202.00,13.00,85.00,727.00,15.00,487.00,587.00,222.00,414.00,829.00
953.00,"Chalo:wa","Zuni","Zuni",0.00,1.00,3.00,681289,3869357,0.00,0.00,0.00,0.00,78.47,242.63,0,1.00,0.00,0.00,0.00,0.00,191.00,5.00,112.00,114.00,13.00,9.00,727.00,15.00,487.00,587.00,124.00,357.00,947.00
954.00,"Archeotekopa II","Zuni","Zuni",0.00,1.00,1.00,721523,3874561,0.00,629.93,0.00,0.00,0.00,0.00,0,2.00,140.00,804.00,0.00,0.00,0.00,6.00,188.00,1189.00,0.00,0.00,0.00,33.00,1415.00,3592.00,2001.00,1724.00,0.00
955.00,"Techado Spring","Zuni","Largo",0.00,1.00,3.00,746078,3820715,202.84,284.98,128.78,0.00,0.00,0.00,0,1.00,210.00,300.00,210.00,0.00,0.00,7.00,705.00,822.00,461.00,0.00,0.00,18.00,1111.00,1301.00,520.00,0.00,0.00
956.00,"Jaralosa","Zuni","Zuni",1.00,1.00,2.00,679580,3853920,70.37,32.78,0.00,0.00,0.00,0.00,0,3.00,49.00,84.00,111.00,158.00,0.00,5.00,249.00,385.00,111.00,158.00,0.00,13.00,487.00,587.00,222.00,383.00,727.00
958.00,"Fort Site","Zuni","Zuni",0.00,1.00,1.00,724730,3869000,0.00,129.93,0.00,0.00,0.00,0.00,0,2.00,14.00,165.00,0.00,0.00,0.00,8.00,237.00,1242.00,300.00,300.00,0.00,11.00,780.00,1957.00,300.00,300.00,0.00
962.00,"Horse Camp Mill","Zuni","Largo",0.00,1.00,3.00,742666,3823538,219.76,308.76,139.52,0.00,0.00,0.00,0,2.00,231.00,354.00,231.00,0.00,0.00,8.00,735.00,843.00,461.00,0.00,0.00,19.00,1233.00,1301.00,520.00,0.00,0.00
964.00,"Hinkson Ranch","Zuni","Zuni",1.00,1.00,2.00,682790,3852500,226.48,125.52,0.00,0.00,0.00,0.00,0,1.00,200.00,286.00,0.00,0.00,0.00,6.00,249.00,385.00,209.00,298.00,0.00,14.00,585.00,727.00,222.00,383.00,727.00
966.00,"Ojo Pueblo","Zuni","Zuni",0.00,1.00,3.00,725420,3863840,0.00,251.76,351.89,339.01,0.00,0.00,0,2.00,0.00,155.00,300.00,300.00,0.00,5.00,63.00,390.00,300.00,300.00,0.00,10.00,346.00,1523.00,300.00,300.00,0.00
970.00,"Rainbow Spring","Zuni","Zuni",0.00,1.00,1.00,687535,3864729,0.00,0.00,0.00,39.82,0.00,0.00,0,3.00,126.00,88.00,0.00,76.00,272.00,5.00,231.00,193.00,0.00,76.00,536.00,16.00,487.00,587.00,222.00,497.00,947.00
974.00,"Hawikku","Zuni","Zuni",1.00,1.00,3.00,684124,3867327,0.00,0.00,0.00,0.00,242.97,343.99,0,1.00,0.00,0.00,0.00,0.00,264.00,7.00,238.00,202.00,13.00,85.00,727.00,15.00,487.00,587.00,124.00,357.00,947.00
975.00,"Kechiba:wa","Zuni","Zuni",0.00,1.00,3.00,687405,3866650,0.00,0.00,0.00,0.00,112.21,317.54,0,2.00,0.00,0.00,0.00,76.00,272.00,6.00,231.00,193.00,0.00,76.00,727.00,17.00,487.00,744.00,447.00,497.00,947.00
977.00,"Eagle Crag","Kayenta/Tusayan","Nazlini",0.00,0.00,3.00,606313,3964091,71.87,73.97,65.84,0.00,0.00,0.00,0,1.00,49.00,70.00,49.00,0.00,0.00,2.00,49.00,106.00,49.00,0.00,0.00,6.00,209.00,210.00,49.00,0.00,0.00
980.00,"Eighteen Mile Ruin","Hopi","Petrified Forest",0.00,1.00,2.00,591982,3963345,34.29,30.92,0.00,0.00,0.00,0.00,0,1.00,32.00,22.00,0.00,0.00,0.00,1.00,32.00,22.00,0.00,0.00,0.00,12.00,299.00,438.00,1078.00,1137.00,0.00
985.00,"Wide Reed Ruin","Kayenta/Tusayan","Ganado",0.00,1.00,3.00,630979,3952555,71.87,73.97,65.84,0.00,0.00,0.00,0,1.00,49.00,70.00,49.00,0.00,0.00,1.00,49.00,70.00,49.00,0.00,0.00,6.00,574.00,110.00,49.00,0.00,0.00
987.00,"Hogay Ruin","Kayenta/Tusayan","Petrified Forest",0.00,1.00,2.00,604593,3957087,34.05,18.87,0.00,0.00,0.00,0.00,0,2.00,88.00,82.00,0.00,0.00,0.00,4.00,128.00,118.00,0.00,0.00,0.00,6.00,209.00,210.00,49.00,0.00,0.00
989.00,"Kinlichee","Kayenta/Tusayan","Ganado",0.00,1.00,1.00,643023,3957547,52.81,0.00,0.00,0.00,0.00,0.00,0,1.00,60.00,0.00,0.00,0.00,0.00,1.00,60.00,0.00,0.00,0.00,0.00,6.00,177.00,70.00,49.00,0.00,0.00
994.00,"Cornfields","Kayenta/Tusayan","Ganado",1.00,1.00,1.00,621637,3947543,166.43,0.00,0.00,0.00,0.00,0.00,0,3.00,315.00,40.00,0.00,0.00,0.00,4.00,465.00,40.00,0.00,0.00,0.00,7.00,704.00,138.00,49.00,0.00,0.00
1034.00,"Togetzoge","Tonto Basin","Globe",0.00,1.00,4.00,500636,3689718,0.00,68.48,96.44,108.55,98.29,0.00,1,2.00,0.00,80.00,165.00,165.00,165.00,2.00,0.00,80.00,165.00,165.00,165.00,12.00,73.00,235.00,361.00,519.00,165.00
1037.00,"Gila Pueblo","Tonto Basin","Globe",0.00,0.00,3.00,521670,3691618,0.00,128.59,179.74,173.16,0.00,0.00,1,4.00,0.00,80.00,581.00,695.00,0.00,8.00,101.00,354.00,1042.00,1068.00,0.00,27.00,301.00,1028.00,1908.00,1841.00,295.00
1049.00,"Chevelon","Middle Little Colorado","Homolovi",0.00,1.00,3.00,543887,3866752,0.00,108.24,329.13,344.84,0.00,0.00,0,3.00,0.00,140.00,210.00,300.00,0.00,5.00,0.00,164.00,210.00,384.00,0.00,12.00,0.00,452.00,724.00,1030.00,0.00
1056.00,"Haby Ranch","Safford","Aravaipa",0.00,0.00,3.00,566800,3628800,0.00,0.00,17.23,53.29,55.11,0.00,1,2.00,0.00,18.00,105.00,152.00,105.00,3.00,0.00,18.00,123.00,178.00,123.00,5.00,0.00,44.00,194.00,279.00,194.00
1058.00,"Eagle Pass","Safford","Safford",0.00,1.00,3.00,578858,3632975,0.00,0.00,8.64,26.72,27.63,0.00,1,1.00,0.00,0.00,37.00,53.00,37.00,1.00,0.00,0.00,37.00,53.00,37.00,6.00,100.00,114.00,194.00,279.00,194.00
1059.00,"Hilltop Ruin","Upper Gila","Upper Gila",99.00,99.00,2.00,718679,3653941,0.00,0.00,19.25,24.39,0.00,0.00,1,2.00,77.00,98.00,172.00,143.00,0.00,2.00,77.00,98.00,172.00,143.00,0.00,11.00,154.00,196.00,686.00,1112.00,703.00
1060.00,"Dinwiddie","Upper Gila","Upper Gila",0.00,1.00,4.00,717310,3654360,45.74,66.68,74.10,66.81,0.00,0.00,1,2.00,77.00,98.00,172.00,143.00,0.00,2.00,77.00,98.00,172.00,143.00,0.00,10.00,154.00,196.00,664.00,1080.00,681.00
1066.00,"Hukovi","Hopi","Hopi",0.00,1.00,2.00,528247,3971686,0.00,53.22,65.06,0.00,0.00,0.00,0,2.00,0.00,122.00,72.00,0.00,0.00,9.00,102.00,354.00,385.00,278.00,300.00,23.00,561.00,974.00,1473.00,1296.00,1250.00
1071.00,"Old Shongopavi I","Hopi","Hopi",0.00,1.00,3.00,543393,3961762,0.00,421.76,570.24,250.23,0.00,0.00,0,6.00,190.00,844.00,1657.00,1693.00,1190.00,12.00,349.00,1079.00,1912.00,1795.00,1190.00,27.00,697.00,1990.00,2732.00,2651.00,2090.00
1077.00,"Lululongturqi","Hopi","Hopi",0.00,1.00,2.00,581267,3959770,23.46,28.44,0.00,0.00,0.00,0.00,0,2.00,90.00,102.00,28.00,0.00,0.00,6.00,90.00,228.00,1029.00,1137.00,0.00,13.00,272.00,773.00,1812.00,2042.00,1017.00
1088.00,"Abangkuyivi","Hopi","Hopi",0.00,0.00,2.00,542211,3968286,41.37,37.30,0.00,0.00,0.00,0.00,0,2.00,40.00,178.00,0.00,0.00,0.00,14.00,389.00,1257.00,1912.00,1795.00,1190.00,32.00,737.00,2308.00,2844.00,2651.00,2090.00
1095.00,"Pink Arrow","Hopi","Hopi",0.00,1.00,2.00,576526,3959341,0.00,25.44,70.91,0.00,0.00,0.00,0,2.00,0.00,126.00,147.00,110.00,0.00,6.00,90.00,228.00,1029.00,1137.00,0.00,13.00,272.00,773.00,1812.00,2042.00,1017.00
1096.00,"Kokopnyama","Hopi","Hopi",0.00,1.00,2.00,579022,3959872,0.00,0.00,409.23,226.80,0.00,0.00,0,3.00,28.00,117.00,509.00,687.00,0.00,6.00,90.00,228.00,1029.00,1137.00,0.00,13.00,272.00,773.00,1812.00,2042.00,1017.00
1103.00,"Hubble Corner","Zuni","Largo",1.00,1.00,2.00,736580,3818130,87.74,40.87,0.00,0.00,0.00,0.00,0,3.00,157.00,156.00,0.00,0.00,0.00,7.00,294.00,187.00,0.00,0.00,0.00,19.00,1233.00,1301.00,520.00,0.00,0.00
1114.00,"Spear Ranch","Safford","Safford",0.00,1.00,3.00,601599,3632020,0.00,0.00,17.23,53.29,55.11,0.00,1,2.00,0.00,0.00,99.00,144.00,99.00,9.00,316.00,325.00,171.00,165.00,113.00,20.00,841.00,1078.00,551.00,630.00,438.00
1115.00,"Owens-Colvin","Safford","Safford",0.00,0.00,2.00,603980,3645912,51.59,46.51,0.00,0.00,0.00,0.00,1,2.00,204.00,144.00,0.00,0.00,0.00,6.00,425.00,624.00,289.00,404.00,282.00,18.00,741.00,1016.00,583.00,686.00,438.00
1118.00,"Fischer site","Safford","Safford",0.00,0.00,4.00,622870,3626232,0.00,7.38,21.78,26.79,24.76,0.00,1,5.00,100.00,176.00,211.00,302.00,117.00,11.00,333.00,502.00,717.00,800.00,187.00,29.00,1164.00,1349.00,1816.00,1933.00,1034.00
1122.00,"Whitmer","Safford","Safford",0.00,0.00,3.00,622238,3627168,0.00,0.00,17.23,53.29,55.11,0.00,1,5.00,100.00,176.00,211.00,302.00,117.00,13.00,407.00,629.00,738.00,800.00,187.00,30.00,1402.00,1516.00,1816.00,1933.00,1034.00
1123.00,"Yuma Wash Site","Safford","Safford",0.00,1.00,2.00,637617,3636071,0.00,9.72,12.24,0.00,0.00,0.00,1,4.00,438.00,380.00,143.00,100.00,70.00,8.00,606.00,564.00,688.00,634.00,580.00,17.00,783.00,862.00,1382.00,1498.00,697.00
1127.00,"Emigrant Springs","Puerco West","Petrified Forest",0.00,1.00,1.00,649440,3893360,0.00,53.39,0.00,0.00,0.00,0.00,0,2.00,70.00,109.00,0.00,0.00,0.00,2.00,70.00,109.00,0.00,0.00,0.00,5.00,171.00,271.00,0.00,0.00,0.00
1132.00,"Rocky Point","Puerco West","Petrified Forest",0.00,99.00,2.00,648489,3894611,74.10,66.81,0.00,0.00,0.00,0.00,0,2.00,70.00,109.00,0.00,0.00,0.00,2.00,70.00,109.00,0.00,0.00,0.00,5.00,171.00,271.00,0.00,0.00,0.00
